label,youtube_id,time_start,time_end,split,ntu_index
brushing teeth,aYCGigSKjIQ,4,14,train,38
brushing teeth,a_fI5qfd5_g,13,23,train,38
brushing teeth,a_mMcxv4KTU,59,69,train,38
brushing teeth,aaYhFjh7oUY,0,10,train,38
brushing teeth,aeJEdyKssFw,57,67,train,38
brushing teeth,amNz_R787Kw,50,60,train,38
brushing teeth,apP9XXKDHCo,31,41,train,38
brushing teeth,aunEHRTiMrQ,0,10,train,38
brushing teeth,bGxzqjbkzOA,0,10,train,38
brushing teeth,bNrUPyxcYUk,23,33,train,38
brushing teeth,bWbFC7lONV4,2,12,train,38
brushing teeth,b_Azg_GVXEI,90,100,train,38
brushing teeth,bctra94WHqQ,41,51,train,38
brushing teeth,bfBTnUiGVUo,43,53,train,38
brushing teeth,bfRTTgShMjY,0,10,train,38
brushing teeth,bgAmrgXf500,39,49,train,38
brushing teeth,bjqvP3gPDRA,102,112,train,38
brushing teeth,btP5HoxwUck,47,57,train,38
brushing teeth,btgbA6P5u7o,0,10,train,38
brushing teeth,c0FxOPxBaac,83,93,train,38
brushing teeth,c59F_4EyjkE,66,76,train,38
brushing teeth,cAbm4R-ZaIo,0,10,train,38
brushing teeth,cJcVG_cb_AU,142,152,train,38
brushing teeth,cTIkA2jPfIM,28,38,train,38
brushing teeth,cdgg8KpudZ8,40,50,train,38
brushing teeth,ceH2oS03l64,80,90,train,38
brushing teeth,ceeSpJZ4nFg,22,32,train,38
brushing teeth,cfhgD_CPw5Q,4,14,train,38
brushing teeth,ciIAb-NutDc,78,88,train,38
brushing teeth,ckiGEQxe6qs,5,15,train,38
brushing teeth,clBAATS3eVg,5,15,train,38
brushing teeth,cojKVjQ4Scc,30,40,train,38
brushing teeth,cqsfSNqXtUo,29,39,train,38
brushing teeth,cuf8n6POfjw,6,16,train,38
brushing teeth,cvZF8ceu3Vk,41,51,train,38
brushing teeth,d0nAovh-pyA,0,10,train,38
brushing teeth,d3yCgavnsyY,95,105,train,38
brushing teeth,dBc_bTFBpNs,1,11,train,38
brushing teeth,dF6KEwLJCfE,30,40,train,38
brushing teeth,dG0IVSU6thE,16,26,train,38
brushing teeth,d_RtKkfzrfk,95,105,train,38
brushing teeth,dc_bkZuNGSQ,3,13,train,38
brushing teeth,dvjA5zKTKjQ,25,35,train,38
brushing teeth,e0Z9et4XXTo,19,29,train,38
brushing teeth,e8bY042gwOo,13,23,train,38
brushing teeth,eAFdrvpZoxQ,1,11,train,38
brushing teeth,eAwsa0fhKF4,36,46,train,38
brushing teeth,eB4JKVhOFH0,4,14,train,38
brushing teeth,eFNiqeCI1bk,9,19,train,38
brushing teeth,eSmOjfCOjvY,15,25,train,38
brushing teeth,e_VQNgNgKQA,5,15,train,38
brushing teeth,ec3i9I3GaG0,36,46,train,38
brushing teeth,eftd3KP17JU,99,109,train,38
brushing teeth,efxkGtDZkDw,29,39,train,38
brushing teeth,eiaM6u1zkkM,1,11,train,38
brushing teeth,elzXe2BfAok,3,13,train,38
brushing teeth,ezyKpHDk0oc,2,12,train,38
brushing teeth,f-Cdw1YDtzE,99,109,train,38
brushing teeth,f-nOUeRWRDE,23,33,train,38
brushing teeth,f6xo9MoSD0k,32,42,train,38
brushing teeth,fB2fgOlmKN0,0,10,train,38
brushing teeth,fCaGeX3EZzc,46,56,train,38
brushing teeth,fGoZkfTWBw0,1,11,train,38
brushing teeth,fHAkzG5X4yI,0,10,train,38
brushing teeth,fUuD5iWrkUM,81,91,train,38
brushing teeth,fUv0DZiUtFE,34,44,train,38
brushing teeth,fVvWtghCT3c,117,127,train,38
brushing teeth,fX16za0rcXc,11,21,train,38
brushing teeth,f_ZjUu9CRWg,49,59,train,38
brushing teeth,faGY8xi3dwY,7,17,train,38
brushing teeth,felXF_uMzfo,236,246,train,38
brushing teeth,fezmHmCBXLA,4,14,train,38
brushing teeth,fg4Sn-AJfII,33,43,train,38
brushing teeth,fgNNcoy_BSc,36,46,train,38
brushing teeth,fqO4kCOp9y4,1,11,train,38
brushing teeth,fq_rK2FyyMk,52,62,train,38
brushing teeth,frWSdTsUh_4,137,147,train,38
brushing teeth,fuBSPxzR7Ho,140,150,train,38
brushing teeth,fw-IphI1_3Y,20,30,train,38
brushing teeth,fyx3AsMNjnM,2,12,train,38
brushing teeth,g1FqbjEfZ14,4,14,train,38
brushing teeth,g1tjKyaPL9k,77,87,train,38
brushing teeth,g75QFD0cdV4,30,40,train,38
brushing teeth,gBhx0ysRV4s,0,10,train,38
brushing teeth,gHf3vbU4f8o,19,29,train,38
brushing teeth,gRzVNfBGulA,121,131,train,38
brushing teeth,gSatWQyDT5g,4,14,train,38
brushing teeth,gU6qcwjulV0,8,18,train,38
brushing teeth,gUN79VmqOQo,0,10,train,38
brushing teeth,gfQjYKE6V0M,34,44,train,38
brushing teeth,gi5s-bDWECs,0,10,train,38
brushing teeth,gjt3w4YCBbA,1,11,train,38
brushing teeth,gkVAaxh5fTc,10,20,train,38
brushing teeth,gl7VG2QOcxg,87,97,train,38
brushing teeth,god0s05xcq4,12,22,train,38
brushing teeth,gvLU1IEfPW4,17,27,train,38
brushing teeth,gzqDttrinTs,22,32,train,38
brushing teeth,h0luLCM3Ez8,81,91,train,38
brushing teeth,hAL-vvZXc2I,6,16,train,38
brushing teeth,hA_8JLYxGRU,1,11,train,38
brushing teeth,hF3n3qKmWaA,49,59,train,38
brushing teeth,hGAo2ELjZ7c,0,10,train,38
brushing teeth,hGouGrK_yKI,39,49,train,38
brushing teeth,hUSzw36S5I8,0,10,train,38
brushing teeth,h_sipgf8uRQ,3,13,train,38
brushing teeth,heXgE8ttEgg,6,16,train,38
brushing teeth,hlc4i643jBQ,133,143,train,38
brushing teeth,hnN0AjfJZJE,83,93,train,38
brushing teeth,htuYZ3pAxag,0,10,train,38
brushing teeth,hvVecB3vwxM,199,209,train,38
brushing teeth,hxIRMZQtryE,3,13,train,38
brushing teeth,hxyttQsXwOc,79,89,train,38
brushing teeth,i0bvM32nCps,10,20,train,38
brushing teeth,iAbGUEWb0hE,54,64,train,38
brushing teeth,iBOIVILzZT4,12,22,train,38
brushing teeth,iCMve9yGlIo,6,16,train,38
brushing teeth,iFG9tSGAhl8,105,115,train,38
brushing teeth,iHn1BwC1p1I,6,16,train,38
brushing teeth,iOW95do2sw0,3,13,train,38
brushing teeth,i_n_rZob0vU,12,22,train,38
brushing teeth,ieWZqKXLBtU,74,84,train,38
brushing teeth,igWapLYxCfA,0,10,train,38
brushing teeth,igla-fqq59E,0,10,train,38
brushing teeth,itGOuNctdzs,46,56,train,38
brushing teeth,iycITa1eCCo,26,36,train,38
brushing teeth,izQhvRDynYQ,19,29,train,38
brushing teeth,j1MAxkMRNlM,6,16,train,38
brushing teeth,j4fTUo8X338,15,25,train,38
brushing teeth,j4rwYbWi5HE,10,20,train,38
brushing teeth,j5duJjBP-Nk,28,38,train,38
brushing teeth,jA134-0OMUY,3,13,train,38
brushing teeth,jAPXdpgUDtg,19,29,train,38
brushing teeth,jH4iqGH-zMA,39,49,train,38
brushing teeth,jHRUJ8vR-I0,1,11,train,38
brushing teeth,jYgKTBt-LUQ,3,13,train,38
brushing teeth,jZ9pAtIihB0,50,60,train,38
brushing teeth,jine4_gDPt4,26,36,train,38
brushing teeth,jqY2DxpinFQ,0,10,train,38
brushing teeth,k2DhdSD8bbk,51,61,train,38
brushing teeth,k2Qo-kN6DWo,56,66,train,38
brushing teeth,k2tmlKg0MsU,16,26,train,38
brushing teeth,k5iWpuwcFwo,19,29,train,38
brushing teeth,k9YQ8lENWDg,24,34,train,38
brushing teeth,kKzUuZbkr3Q,41,51,train,38
brushing teeth,kNjQIG1gS3o,28,38,train,38
brushing teeth,kUN6r8I4qpE,2,12,train,38
brushing teeth,kUlpCPEh_Mw,75,85,train,38
brushing teeth,k_kUDXfTLkw,55,65,train,38
brushing teeth,kicUhH8ZTdU,82,92,train,38
brushing teeth,ksQiAa4RQ7g,0,10,train,38
brushing teeth,l4wHZFwya-c,13,23,train,38
brushing teeth,l6DVhMahxBQ,2,12,train,38
brushing teeth,l9Zsd1cj5Og,96,106,train,38
brushing teeth,lE1DHLPNwIQ,31,41,train,38
brushing teeth,lJwtXc_mKP8,20,30,train,38
brushing teeth,lKdUiLITrQU,22,32,train,38
brushing teeth,lLlCkuWdfX0,3,13,train,38
brushing teeth,lQ5_oIyiKLU,11,21,train,38
brushing teeth,lQpsjY2PsKU,29,39,train,38
brushing teeth,lRDmUn9JJns,4,14,train,38
brushing teeth,lSAOBXvWgOg,79,89,train,38
brushing teeth,lSVjBLQ5Olw,357,367,train,38
brushing teeth,lSori0ru13Q,0,10,train,38
brushing teeth,lTUiUx42kqw,45,55,train,38
brushing teeth,lVbDdzi9hKI,40,50,train,38
brushing teeth,lmkzDzbraTA,66,76,train,38
brushing teeth,lsbi9BM_RIg,10,20,train,38
brushing teeth,ltYPp6v_bc4,24,34,train,38
brushing teeth,lzfJ8eSZm5w,10,20,train,38
brushing teeth,m-VeRsi36f8,51,61,train,38
brushing teeth,m2OeEyNZKRI,2,12,train,38
brushing teeth,mAtRGD8ouPA,333,343,train,38
brushing teeth,mX4mciqQhv4,154,164,train,38
brushing teeth,mc80OFu3w_Y,12,22,train,38
brushing teeth,mcv50Q8E9y0,3,13,train,38
brushing teeth,miQfpiCkmkk,16,26,train,38
brushing teeth,mk5akGwys1I,0,10,train,38
brushing teeth,mmYF39lhhA4,6,16,train,38
brushing teeth,mntay89bkys,9,19,train,38
brushing teeth,mqK8IftX58w,4,14,train,38
brushing teeth,mvFyWWIgWKc,68,78,train,38
brushing teeth,mw7C2bghEFs,33,43,train,38
brushing teeth,n0bYI5XViis,67,77,train,38
brushing teeth,nABfCj3EY0Y,39,49,train,38
brushing teeth,nCc0O1Dedyk,17,27,train,38
brushing teeth,nFQSZRPbkKA,75,85,train,38
brushing teeth,nFb2560cMXE,38,48,train,38
brushing teeth,nG4AzqvIi9g,71,81,train,38
brushing teeth,nOnzwztwo_o,0,10,train,38
brushing teeth,nQK-AkCdJU0,42,52,train,38
brushing teeth,nRFjoMehyQU,0,10,train,38
brushing teeth,nRhsG94MwXw,4,14,train,38
brushing teeth,nVToQThDh7g,0,10,train,38
brushing teeth,nXpKrF99RV0,7,17,train,38
brushing teeth,nZ5p8IPXZXM,22,32,train,38
brushing teeth,n_jQ9bF1cyc,51,61,train,38
brushing teeth,nat5k9hnhMc,31,41,train,38
brushing teeth,nf59ECiKzNI,44,54,train,38
brushing teeth,nh3ziuACj58,19,29,train,38
brushing teeth,nmuGQxnE9eo,26,36,train,38
brushing teeth,npmByF2MWpQ,8,18,train,38
brushing teeth,ntDnlTlP50M,3,13,train,38
brushing teeth,nx5Tc0QYG_E,34,44,train,38
brushing teeth,o2PiPd-FqzY,18,28,train,38
brushing teeth,o7sdqpsADbs,3,13,train,38
brushing teeth,o902GtqztiA,71,81,train,38
brushing teeth,oB1vAcnRegM,33,43,train,38
brushing teeth,oOY8XDS9AXE,34,44,train,38
brushing teeth,oR2m7i1RB4U,0,10,train,38
brushing teeth,oSxO7KnhDXs,16,26,train,38
brushing teeth,oYC0hxttg6o,38,48,train,38
brushing teeth,oZrR1w9Tvps,46,56,train,38
brushing teeth,ob7_MahKsLY,51,61,train,38
brushing teeth,on5ZV27bvxo,45,55,train,38
brushing teeth,onDCEw6xC2I,15,25,train,38
brushing teeth,ooHhA5WF0RI,8,18,train,38
brushing teeth,otsQi_TBrGs,15,25,train,38
brushing teeth,owyra39-RLo,88,98,train,38
brushing teeth,pByG1Tlbgrw,67,77,train,38
brushing teeth,pDxmAzdjFuQ,2,12,train,38
brushing teeth,pErBXps0bJQ,39,49,train,38
brushing teeth,pIMG3kSBXbg,115,125,train,38
brushing teeth,pN1FUJIN8W8,1,11,train,38
brushing teeth,pPQczwExS0A,3,13,train,38
brushing teeth,pTGw1VOir-Q,26,36,train,38
brushing teeth,pWOGgRnCdRc,1,11,train,38
brushing teeth,p_oZLt7FPjM,46,56,train,38
brushing teeth,ptjxZz2AbGw,50,60,train,38
brushing teeth,pwvHlh3h5lE,0,10,train,38
brushing teeth,q4KQDUopNRU,31,41,train,38
brushing teeth,qAwYA5mQ-9Y,13,23,train,38
brushing teeth,qBcCkGzRt08,39,49,train,38
brushing teeth,qCpIahdE_x0,4,14,train,38
brushing teeth,qEPA-jz80W0,35,45,train,38
brushing teeth,qERy65uRwpI,34,44,train,38
brushing teeth,qIZ_yMaSceA,49,59,train,38
brushing teeth,qNZ7vu5IqGg,47,57,train,38
brushing teeth,qNjaVCmePNI,1,11,train,38
brushing teeth,qObw5ZbDJGU,43,53,train,38
brushing teeth,qPQuEs8q-YQ,16,26,train,38
brushing teeth,qRl6nhvJn74,32,42,train,38
brushing teeth,qbiLXGAJdwM,12,22,train,38
brushing teeth,qeUJPleOuDk,40,50,train,38
brushing teeth,qhAuqqkAibA,18,28,train,38
brushing teeth,qhjoqYT93uo,21,31,train,38
brushing teeth,qkXQUddPcak,2,12,train,38
brushing teeth,qu_Rh_mjAik,17,27,train,38
brushing teeth,qucbgEUZBRg,18,28,train,38
brushing teeth,r2JVwh3ScY8,1,11,train,38
brushing teeth,r2Z97D2JZ2k,36,46,train,38
brushing teeth,r7GhqgwQV5s,42,52,train,38
brushing teeth,r83fZLsFb0k,0,10,train,38
brushing teeth,rCUYXEDcJJo,4,14,train,38
brushing teeth,rPPMGOH9u3c,42,52,train,38
brushing teeth,rPgIzItNdp8,22,32,train,38
brushing teeth,rTS4g0ax_xA,11,21,train,38
brushing teeth,rUSSOsW-Cvw,24,34,train,38
brushing teeth,rVCHOlPvuEQ,1,11,train,38
brushing teeth,rVWuZLWXGkU,1,11,train,38
brushing teeth,raJoXYHKmcU,22,32,train,38
brushing teeth,raige5X3LSs,86,96,train,38
brushing teeth,rfXX31igMkI,22,32,train,38
brushing teeth,rjJI_CRLd3k,9,19,train,38
brushing teeth,rjnuf-yPH8g,72,82,train,38
brushing teeth,rlqzNx0ZOLo,19,29,train,38
brushing teeth,rrfajLIhHA8,1,11,train,38
brushing teeth,rvA6fOXtgZQ,23,33,train,38
brushing teeth,rxqyDWT-7eM,277,287,train,38
brushing teeth,rzPSCuGEXJg,1,11,train,38
brushing teeth,s0B4hbxIlbU,305,315,train,38
brushing teeth,s4YE34jPAAM,49,59,train,38
brushing teeth,s9O2Yu-293w,31,41,train,38
brushing teeth,sAFW2OuBo6U,124,134,train,38
brushing teeth,sN6TdhWnRhs,70,80,train,38
brushing teeth,sQ1RuSXWk_Y,58,68,train,38
brushing teeth,sVQ1mbpAK7g,70,80,train,38
brushing teeth,sXxu8nFZao4,148,158,train,38
brushing teeth,s_ckm1bhdoQ,24,34,train,38
brushing teeth,sbF34irU5fo,11,21,train,38
brushing teeth,seAjPWd3-30,41,51,train,38
brushing teeth,sgdv2PYUwwk,13,23,train,38
brushing teeth,sjC0zJMyUBQ,4,14,train,38
brushing teeth,smBbYqzCqVA,22,32,train,38
brushing teeth,smJdGPGBUns,48,58,train,38
brushing teeth,tB_BQluAuyg,85,95,train,38
brushing teeth,tCyls6ubd74,0,10,train,38
brushing teeth,tDnBGRDVg6s,4,14,train,38
brushing teeth,tEG1Qm8_TiQ,105,115,train,38
brushing teeth,tGdRd87TfOE,22,32,train,38
brushing teeth,tIIIooqsyr0,0,10,train,38
brushing teeth,tL3sEFqdK2E,23,33,train,38
brushing teeth,tMQtfLmvrSE,72,82,train,38
brushing teeth,tN8qJinWguk,2,12,train,38
brushing teeth,tPOigH0uIRI,14,24,train,38
brushing teeth,tVHKv3jJSms,66,76,train,38
brushing teeth,tXUIaVtW5TA,0,10,train,38
brushing teeth,tZ7oHtNZpJ4,48,58,train,38
brushing teeth,tiB1YvRcgSU,10,20,train,38
brushing teeth,tkrupj14KyU,4,14,train,38
brushing teeth,tmmu8dEo2VQ,4,14,train,38
brushing teeth,tvlWPunkO0A,198,208,train,38
brushing teeth,tvydxXJpOlc,0,10,train,38
brushing teeth,u02K8MQ2gSI,11,21,train,38
brushing teeth,u8DvvL2jYaw,2,12,train,38
brushing teeth,uHTbL7XrVIA,28,38,train,38
brushing teeth,uIpLJYDGC0c,34,44,train,38
brushing teeth,uJqttesptYI,104,114,train,38
brushing teeth,uMPhz4zqGr8,36,46,train,38
brushing teeth,uO4pnTKPsyQ,52,62,train,38
brushing teeth,uOhlyZ6PfME,3,13,train,38
brushing teeth,uVPsiblHBnc,79,89,train,38
brushing teeth,ubk3NzzF2DE,1,11,train,38
brushing teeth,ucu7leafuhQ,37,47,train,38
brushing teeth,ucvvhXDj51g,11,21,train,38
brushing teeth,uhyO-4DWcUU,15,25,train,38
brushing teeth,uiPhvuBtehY,109,119,train,38
brushing teeth,ujGZBpVDrWA,4,14,train,38
brushing teeth,uppalhSM0hI,11,21,train,38
brushing teeth,uqiUt4LrvEI,32,42,train,38
brushing teeth,ut4NvEe0ZGM,50,60,train,38
brushing teeth,v7o4FoBSerE,192,202,train,38
brushing teeth,vBJEHA_rUkQ,51,61,train,38
brushing teeth,vCqSwU8d8yE,1,11,train,38
brushing teeth,vFKaQyHOE-o,38,48,train,38
brushing teeth,vMVWmPVOrZM,8,18,train,38
brushing teeth,vOh-rdU8_Dc,22,32,train,38
brushing teeth,vUjJ-rG_um0,27,37,train,38
brushing teeth,vYr9rjSzxrE,1,11,train,38
brushing teeth,vcQDMNJ4EL8,0,10,train,38
brushing teeth,vdOeFrEYq10,84,94,train,38
brushing teeth,vfEsVfiPWAw,32,42,train,38
brushing teeth,vloPTwqOycI,43,53,train,38
brushing teeth,vqEybgS0SIY,55,65,train,38
brushing teeth,vvQWyRiwQbo,20,30,train,38
brushing teeth,vxoHjDlDMWY,129,139,train,38
brushing teeth,w6_3OM0VOo0,4,14,train,38
brushing teeth,w6ftuBtOQmE,6,16,train,38
brushing teeth,w7zZS4QY5-o,67,77,train,38
brushing teeth,wG75EUaPxGM,7,17,train,38
brushing teeth,wX3gxfAao7I,5,15,train,38
brushing teeth,wqETPj4AbtU,11,21,train,38
brushing teeth,wv_sqlR7vjQ,4,14,train,38
brushing teeth,wwwA7yFY7TE,138,148,train,38
brushing teeth,wzPCNqvvjFY,33,43,train,38
brushing teeth,xAaVDRtFqYI,74,84,train,38
brushing teeth,xCwJyTBxQDA,9,19,train,38
brushing teeth,xE8IL94Qux0,19,29,train,38
brushing teeth,xGWUGtpO7dU,59,69,train,38
brushing teeth,xK5SMvrO8LA,139,149,train,38
brushing teeth,xKfcBFaieyQ,78,88,train,38
brushing teeth,xZVTO4HPs78,10,20,train,38
brushing teeth,xb9hemRa8H4,5,15,train,38
brushing teeth,xi4008ykcCo,8,18,train,38
brushing teeth,xjuG2Pz0K7c,0,10,train,38
brushing teeth,xmJgJcbhJSw,76,86,train,38
brushing teeth,xnwZSjZwLS0,10,20,train,38
brushing teeth,xtEXbSfLUqM,0,10,train,38
brushing teeth,xwdVMWwgBIs,2,12,train,38
brushing teeth,xxX-dNe8eu4,36,46,train,38
brushing teeth,y-H2RrO7QNE,81,91,train,38
brushing teeth,y43areIoi50,2,12,train,38
brushing teeth,y4LIiNkHWYk,40,50,train,38
brushing teeth,y9GZGkO9QOQ,36,46,train,38
brushing teeth,yD2VdH0xIgo,199,209,train,38
brushing teeth,yE6SbOurhrY,78,88,train,38
brushing teeth,yQK3lr5cpSU,59,69,train,38
brushing teeth,yRlUFvSUWqQ,20,30,train,38
brushing teeth,yTxCVt1RhaU,13,23,train,38
brushing teeth,yUGhDsBN9zk,81,91,train,38
brushing teeth,yUtfePashlA,0,10,train,38
brushing teeth,yX-wcmHUMJc,23,33,train,38
brushing teeth,yZDPqh2wrtk,0,10,train,38
brushing teeth,ybiKbvZO2XY,56,66,train,38
brushing teeth,yfSZ6wkt2wU,32,42,train,38
brushing teeth,yidoX5vYD_c,9,19,train,38
brushing teeth,ykhaOZ2Ubdg,97,107,train,38
brushing teeth,ymEnMmlx1Sk,32,42,train,38
brushing teeth,ynoEDFImc5g,44,54,train,38
brushing teeth,ysYy5q65LrE,24,34,train,38
brushing teeth,yuRT2e3thdA,64,74,train,38
brushing teeth,z0FFERvivko,32,42,train,38
brushing teeth,z5txEHlUgwg,48,58,train,38
brushing teeth,zCnB2uBG1dk,113,123,train,38
brushing teeth,zE0976jv3SY,4,14,train,38
brushing teeth,zHDBD5ODDuc,2,12,train,38
brushing teeth,zOUgDkBoQ0M,4,14,train,38
brushing teeth,zSEMfVEAh78,10,20,train,38
brushing teeth,z_JsAJyQXR0,21,31,train,38
brushing teeth,zhqXkN6ejF4,1,11,train,38
brushing teeth,zoDVkfXQn1I,43,53,train,38
brushing teeth,zrJQ8xRjb5U,69,79,train,38
brushing teeth,zxVbzzcX3NU,9,19,train,38
clapping,01Pm_PtM-3c,13,23,train,58
clapping,04IFVdnLfcg,4,14,train,58
clapping,0C2cBh_NZNU,34,44,train,58
clapping,0CbRsHZGrPA,46,56,train,58
clapping,0Eu4Sb7kDs4,0,10,train,58
clapping,0GkfiRrb4Gg,23,33,train,58
clapping,0KJdr20fRCM,6,16,train,58
clapping,0WKWx7uEoWk,104,114,train,58
clapping,0bVbHh8Gb1c,0,10,train,58
clapping,0eXyQUqHepI,0,10,train,58
clapping,0qHu34fqCDg,0,10,train,58
clapping,272V1PqXz58,47,57,train,58
clapping,2Eo7p7wb9PI,39,49,train,58
clapping,2T_HYbva-HQ,4,14,train,58
clapping,2vADEsxx5HE,2,12,train,58
clapping,364tYr2B0ro,0,10,train,58
clapping,3DcLOYdVdYw,2,12,train,58
clapping,3MCGkk55GaQ,13,23,train,58
clapping,3MPNEB6lWPo,15,25,train,58
clapping,3sYy0b02dnU,7,17,train,58
clapping,3zZAPR0UzEs,17,27,train,58
clapping,44V-35kODjM,8,18,train,58
clapping,49SITSgvg60,165,175,train,58
clapping,4UtQgIXnSYI,102,112,train,58
clapping,4bHvda_c1UA,43,53,train,58
clapping,4jAYUAmliWQ,45,55,train,58
clapping,4qP3uCgjFaM,1,11,train,58
clapping,5D3kIbBkVUs,0,10,train,58
clapping,5HH4AdueVlg,6,16,train,58
clapping,5IEO9Gn5fZ4,54,64,train,58
clapping,5KZDnSXMtgU,178,188,train,58
clapping,5PvLPjUbD0I,27,37,train,58
clapping,5_LB5TS4FVU,0,10,train,58
clapping,5jj11JBmDkM,0,10,train,58
clapping,5zoMAvwKGfk,110,120,train,58
clapping,62QEl385HBQ,15,25,train,58
clapping,68VjKEKqwdY,135,145,train,58
clapping,6Fg4VZWGDcM,5,15,train,58
clapping,6S0YtmxVW5k,0,10,train,58
clapping,6eb3EAjCU14,11,21,train,58
clapping,6k6J1jdQY_w,206,216,train,58
clapping,7BnYrhE1GrU,4,14,train,58
clapping,8535LaHnUmw,34,44,train,58
clapping,8A22wKbADWg,142,152,train,58
clapping,8BjRkSr_8NE,27,37,train,58
clapping,8ChV2Ud4TeA,476,486,train,58
clapping,8LRELcHQFCE,40,50,train,58
clapping,8N5UuN5WQcY,29,39,train,58
clapping,8Tr7cg3Twd0,582,592,train,58
clapping,8YqTfwohQYc,21,31,train,58
clapping,8ZOWsIh7G4A,4,14,train,58
clapping,8iwRe9v1AuE,58,68,train,58
clapping,8ssH5pwNNXI,73,83,train,58
clapping,9GYvscwGoF0,0,10,train,58
clapping,9VjUS3zXxh4,0,10,train,58
clapping,9XXY1XKy7mk,1,11,train,58
clapping,9vl5pq8s3fw,4,14,train,58
clapping,9zwmDLs8EdE,89,99,train,58
clapping,AGDDRy8ZBgo,3,13,train,58
clapping,ARwQDWsSlaU,16,26,train,58
clapping,Ahv4D3OzdD8,0,10,train,58
clapping,AmpWTdipcJ0,15,25,train,58
clapping,B3o7kWfaGFs,12,22,train,58
clapping,BI62Wh3KKkM,38,48,train,58
clapping,BN27j4Z_-gA,4,14,train,58
clapping,BiCLn3dRkok,19,29,train,58
clapping,BlM2TyjUcsM,0,10,train,58
clapping,CE2ApIISWWU,0,10,train,58
clapping,CQNSTWif3KU,6,16,train,58
clapping,CRup6EqfOFY,18,28,train,58
clapping,CnPtDLTldTE,154,164,train,58
clapping,CrJ6Bu7JgmI,7,17,train,58
clapping,D7B4BBju23s,2,12,train,58
clapping,D9-sgFDmlyo,19,29,train,58
clapping,DTGsN6z0Vvg,45,55,train,58
clapping,E0prVcfQZ0w,73,83,train,58
clapping,E7ezD696qEs,31,41,train,58
clapping,E9etGzNH2SM,194,204,train,58
clapping,EUHY-Gm7qvM,228,238,train,58
clapping,EdS4EijnWtw,3,13,train,58
clapping,Ek-c5CKrAxs,7,17,train,58
clapping,F7HFfeTOIhw,225,235,train,58
clapping,FBUMcgbfUT8,2,12,train,58
clapping,F_CK8OurgII,25,35,train,58
clapping,FbHiWXCkKOs,0,10,train,58
clapping,FrZuAbzr-cQ,14,24,train,58
clapping,Fs8reB-9Md8,13,23,train,58
clapping,GNT731Jv5CY,22,32,train,58
clapping,GeAB7H4OpO4,57,67,train,58
clapping,Gl9099z9gpY,11,21,train,58
clapping,GqyC_qmdi2o,0,10,train,58
clapping,H10KiO9bOJU,39,49,train,58
clapping,H7lOG202m3M,2,12,train,58
clapping,HgYrGxjlRmU,39,49,train,58
clapping,HhqRrNznY40,0,10,train,58
clapping,HtfaHCF1sSs,19,29,train,58
clapping,IAyMerhI478,21,31,train,58
clapping,IBdxOLH7jlA,24,34,train,58
clapping,IOyaigjemxM,46,56,train,58
clapping,IigHVUksnw8,31,41,train,58
clapping,JCszYFUp3F4,81,91,train,58
clapping,JXmyvkbRYk4,4,14,train,58
clapping,JZZr0UZDvGc,162,172,train,58
clapping,Jsd6_wsWO4g,54,64,train,58
clapping,K0A3Rc2g3aM,3,13,train,58
clapping,K8KysacxQUA,14,24,train,58
clapping,KBAPqbgd8UA,18,28,train,58
clapping,KSOxq1eovtw,110,120,train,58
clapping,Kdns_HRkspw,32,42,train,58
clapping,Ke1ilSQ-fbk,0,10,train,58
clapping,KqmtERKU1OY,56,66,train,58
clapping,KuRSIzvp4CU,29,39,train,58
clapping,L8jR82y-7v8,48,58,train,58
clapping,LGwEki4ghNw,41,51,train,58
clapping,LTBBwN0BxLQ,20,30,train,58
clapping,M0nZTrnFjEA,77,87,train,58
clapping,MJMvM4DjVVY,92,102,train,58
clapping,MRFVxSoJiL4,20,30,train,58
clapping,MYz3uXgtLgE,34,44,train,58
clapping,NBVksBh0cLg,9,19,train,58
clapping,Nt_qkl_2aFE,1,11,train,58
clapping,O94GZoTaE-c,32,42,train,58
clapping,OQp4exFnDhA,184,194,train,58
clapping,Oual3NNzkfY,4,14,train,58
clapping,OyEjTuqzMGw,136,146,train,58
clapping,P2RwcXMKIbQ,2,12,train,58
clapping,P7YJlDUtz4c,3,13,train,58
clapping,PIxI6-vrVFM,5,15,train,58
clapping,PhIXn5dauvk,50,60,train,58
clapping,Prfezs3nOkU,0,10,train,58
clapping,QNbCCZ23iaM,8,18,train,58
clapping,QYzxVQB3e70,43,53,train,58
clapping,QhTowpHErlY,1,11,train,58
clapping,Qs8FUeqpyLc,15,25,train,58
clapping,REZo8B_bLrA,47,57,train,58
clapping,RSwPmLQf3Io,216,226,train,58
clapping,RhE38V1QbM0,30,40,train,58
clapping,RpGz-ytezUQ,12,22,train,58
clapping,Rvb8jkizv-U,2,12,train,58
clapping,Ryb0K9lGPrg,0,10,train,58
clapping,S5dkSj2IenM,1,11,train,58
clapping,SLM_smd_0Eg,17,27,train,58
clapping,SM6xZ4ak3ws,27,37,train,58
clapping,SOSz8BIA9vw,28,38,train,58
clapping,STOuGgR1fxc,13,23,train,58
clapping,STSlc05O4Zs,0,10,train,58
clapping,SeBtSLq9C_g,2,12,train,58
clapping,Slgpm-s8CWY,6,16,train,58
clapping,TIUA_NQagX4,13,23,train,58
clapping,TNYxqHDU3aQ,75,85,train,58
